ダウンロードした時刻：2026/07/07 21:46:20

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
年月,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,平年値(℃),平年値(℃),,,日,日,,平年値(℃),平年値(℃),,,日,日,,平年値(℃),平年値(℃)
,,品質情報,均質番号,,品質情報,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,,品質情報,均質番号,,品質情報
1986/12,8.5,8,1,,1,17.8,8,1986/12/10,8,1,,0,0.5,8,1986/12/30,8,1,,0
1987/1,5.8,8,1,,1,18.0,8,1987/1/17,8,1,,0,-0.4,8,1987/1/26,8,1,,0
1987/2,6.8,8,1,,1,23.0,8,1987/2/12,8,1,,0,-0.7,8,1987/2/2,8,1,,0
1987/3,9.3,8,1,,1,20.5,8,1987/3/25,8,1,,0,0.0,8,1987/3/3,8,1,,0
1987/4,14.4,8,1,,1,26.6,8,1987/4/22,8,1,,0,2.2,8,1987/4/1,8,1,,0
1987/5,19.3,8,1,,1,27.9,8,1987/5/21,8,1,,0,9.2,8,1987/5/15,8,1,,0
1987/6,22.1,8,1,,1,32.3,8,1987/6/6,8,1,,0,15.3,8,1987/6/29,8,1,,0
1987/7,27.0,8,1,,1,37.3,8,1987/7/24,8,1,,0,19.1,8,1987/7/6,8,1,,0
1987/8,27.3,8,1,,1,34.0,8,1987/8/29,8,1,,0,20.5,8,1987/8/3,8,1,,0
1987/9,23.3,8,1,,1,34.8,8,1987/9/1,8,1,,0,15.5,8,1987/9/29,8,1,,0
1987/10,18.9,8,1,,1,28.2,8,1987/10/3,8,1,,0,12.3,8,1987/10/26,8,1,,0
1987/11,12.8,8,1,,1,25.6,8,1987/11/3,8,1,,0,3.9,8,1987/11/30,8,1,,0
1987/12,8.1,8,1,,1,21.5,8,1987/12/30,8,1,,0,0.3,8,1987/12/8,8,1,,0
1988/1,7.7,8,1,,1,16.9,8,1988/1/22,8,1,,0,0.6,8,1988/1/7,8,1,,0
1988/2,4.9,8,1,,1,19.7,8,1988/2/5,8,1,,0,-1.7,8,1988/2/22,8,1,,0
1988/3,8.4,8,1,,1,21.3,8,1988/3/12,8,1,,0,1.3,8,1988/3/4,8,1,,0
1988/4,14.3,8,1,,1,27.7,8,1988/4/30,8,1,,0,0.7,8,1988/4/8,8,1,,0
1988/5,18.2,8,1,,1,29.2,8,1988/5/19,8,1,,0,9.8,8,1988/5/24,8,1,,0
1988/6,22.3,8,1,,1,29.9,8,1988/6/8,8,1,,0,17.2,8,1988/6/1,8,1,,0
1988/7,22.4,8,1,,1,32.6,8,1988/7/9,8,1,,0,17.2,8,1988/7/4,8,1,,0
1988/8,27.0,8,1,,1,32.9,8,1988/8/23,8,1,,0,21.6,8,1988/8/16,8,1,,0
1988/9,22.8,8,1,,1,31.2,8,1988/9/16,8,1,,0,17.5,8,1988/9/26,8,1,,0
1988/10,17.5,8,1,,1,24.9,8,1988/10/22,8,1,,0,8.8,8,1988/10/31,8,1,,0
1988/11,11.4,8,1,,1,22.5,8,1988/11/10,8,1,,0,2.4,8,1988/11/27,8,1,,0
1988/12,8.4,8,1,,1,17.9,8,1988/12/5,8,1,,0,0.8,8,1988/12/17,8,1,,0
1989/1,8.1,8,1,,1,19.2,8,1989/1/20,8,1,,0,0.9,8,1989/1/28,8,1,,0
1989/2,7.5,8,1,,1,17.2,8,1989/2/16,8,1,,0,1.9,8,1989/2/3,8,1,,0
1989/3,9.6,8,1,,1,20.2,8,1989/3/4,8,1,,0,1.7,8,1989/3/8,8,1,,0
1989/4,15.6,8,1,,1,24.0,8,1989/4/16,8,1,,0,7.5,8,1989/4/12,8,1,,0
1989/5,17.7,8,1,,1,25.4,8,1989/5/24,8,1,,0,10.1,8,1989/5/12,8,1,,0
1989/6,20.7,8,1,,1,31.1,8,1989/6/29,8,1,,0,11.7,8,1989/6/10,8,1,,0
1989/7,24.1,8,1,,1,31.5,8,1989/7/25,8,1,,0,15.1,8,1989/7/3,8,1,,0
1989/8,27.1,8,1,,1,33.5,8,1989/8/10,8,1,,0,21.8,8,1989/8/26,8,1,,0
1989/9,25.2,8,1,,1,32.3,8,1989/9/18,8,1,,0,18.1,8,1989/9/25,8,1,,0
1989/10,17.5,8,1,,1,25.9,8,1989/10/1,8,1,,0,11.2,8,1989/10/30,8,1,,0
1989/11,14.2,8,1,,1,22.5,8,1989/11/6,8,1,,0,5.8,8,1989/11/30,8,1,,0
1989/12,9.2,8,1,,1,20.1,8,1989/12/4,8,1,,0,2.4,8,1989/12/31,8,1,,0
1990/1,5.0,8,1,,1,16.3,8,1990/1/6,8,1,,0,-1.4,8,1990/1/27,8,1,,0
1990/2,7.8,8,1,,1,19.4,8,1990/2/24,8,1,,0,0.1,8,1990/2/2,8,1,,0
1990/3,10.6,8,1,,1,21.3,8,1990/3/24,8,1,,0,4.3,8,1990/3/14,8,1,,0
1990/4,14.7,8,1,,1,24.2,8,1990/4/23,8,1,,0,6.1,8,1990/4/6,8,1,,0
1990/5,19.2,8,1,,1,28.4,8,1990/5/30,8,1,,0,11.0,8,1990/5/2,8,1,,0
1990/6,23.5,8,1,,1,34.1,8,1990/6/22,8,1,,0,16.4,8,1990/6/6,8,1,,0
1990/7,25.7,8,1,,1,34.6,8,1990/7/19,8,1,,0,17.9,8,1990/7/13,8,1,,0
1990/8,28.6,8,1,,1,35.9,8,1990/8/24,8,1,,0,22.6,8,1990/8/26,8,1,,0
1990/9,24.8,8,1,,1,34.0,8,1990/9/12,8,1,,0,16.8,8,1990/9/27,8,1,,0
1990/10,19.2,8,1,,1,28.2,8,1990/10/6,8,1,,0,11.6,8,1990/10/11,8,1,,0
1990/11,15.1,8,1,,1,25.7,8,1990/11/5,8,1,,0,5.8,8,1990/11/22,8,1,,0
1990/12,10.0,8,1,,1,23.5,8,1990/12/1,8,1,,0,3.1,8,1990/12/30,8,1,,0
1991/1,6.3,8,1,,1,14.4,8,1991/1/25,8,1,,0,0.1,8,1991/1/24,8,1,,0
1991/2,6.5,8,1,,1,16.6,8,1991/2/28,8,1,,0,-0.8,8,1991/2/25,8,1,,0
1991/3,9.5,8,1,,1,22.3,8,1991/3/20,8,1,,0,1.6,8,1991/3/15,8,1,,0
1991/4,15.4,8,1,,1,24.7,8,1991/4/9,8,1,,0,5.0,8,1991/4/2,8,1,,0
1991/5,18.8,8,1,,1,27.9,8,1991/5/23,8,1,,0,7.8,8,1991/5/4,8,1,,0
1991/6,23.6,8,1,,1,34.2,8,1991/6/27,8,1,,0,16.7,8,1991/6/1,8,1,,0
1991/7,26.7,8,1,,1,35.6,8,1991/7/25,8,1,,0,20.1,8,1991/7/3,8,1,,0
1991/8,25.5,8,1,,1,35.2,8,1991/8/1,8,1,,0,19.6,8,1991/8/25,8,1,,0
1991/9,23.9,8,1,,1,32.2,8,1991/9/4,8,1,,0,16.9,8,1991/9/21,8,1,,0
1991/10,18.1,8,1,,1,28.1,8,1991/10/4,8,1,,0,12.3,8,1991/10/16,8,1,,0
1991/11,13.0,8,1,,1,19.9,8,1991/11/4,8,1,,0,4.7,8,1991/11/26,8,1,,0
1991/12,9.2,8,1,,1,18.8,8,1991/12/18,8,1,,0,0.9,8,1991/12/30,8,1,,0
1992/1,6.8,8,1,,1,15.1,8,1992/1/29,8,1,,0,0.3,8,1992/1/16,8,1,,0
1992/2,6.9,8,1,,1,20.1,8,1992/2/29,8,1,,0,-0.5,8,1992/2/1,8,1,,0
1992/3,9.7,8,1,,1,21.7,8,1992/3/30,8,1,,0,1.7,8,1992/3/23,8,1,,0
1992/4,15.1,8,1,,1,24.1,8,1992/4/9,8,1,,0,5.1,8,1992/4/13,8,1,,0
1992/5,17.3,8,1,,1,27.8,8,1992/5/22,8,1,,0,9.3,8,1992/5/12,8,1,,0
1992/6,20.6,8,1,,1,28.0,8,1992/6/6,8,1,,0,14.2,8,1992/6/1,8,1,,0
1992/7,25.5,8,1,,1,34.7,8,1992/7/27,8,1,,0,17.0,8,1992/7/1,8,1,,0
1992/8,27.0,8,1,,1,34.2,8,1992/8/26,8,1,,0,18.9,8,1992/8/4,8,1,,0
1992/9,23.3,8,1,,1,35.2,8,1992/9/3,8,1,,0,14.1,8,1992/9/28,8,1,,0
1992/10,17.3,8,1,,1,27.3,8,1992/10/4,8,1,,0,10.1,8,1992/10/6,8,1,,0
1992/11,13.0,8,1,,1,22.5,8,1992/11/4,8,1,,0,4.4,8,1992/11/28,8,1,,0
1992/12,9.4,8,1,,1,20.6,8,1992/12/8,8,1,,0,1.0,8,1992/12/25,8,1,,0
1993/1,6.2,8,1,,1,12.9,8,1993/1/3,8,1,,0,1.2,8,1993/1/29,8,1,,0
1993/2,7.7,8,1,,1,21.9,8,1993/2/7,8,1,,0,0.7,8,1993/2/2,8,1,,0
1993/3,8.7,8,1,,1,18.3,8,1993/3/25,8,1,,0,1.5,8,1993/3/15,8,1,,0
1993/4,13.4,8,1,,1,26.9,8,1993/4/25,8,1,,0,4.8,8,1993/4/11,8,1,,0
1993/5,18.1,8,1,,1,30.7,8,1993/5/13,8,1,,0,8.3,8,1993/5/2,8,1,,0
1993/6,21.7,8,1,,1,31.9,8,1993/6/16,8,1,,0,14.3,8,1993/6/10,8,1,,0
1993/7,22.5,8,1,,1,32.3,8,1993/7/28,8,1,,0,16.4,8,1993/7/6,8,1,,0
1993/8,24.8,8,1,,1,32.9,8,1993/8/12,8,1,,0,18.4,8,1993/8/4,8,1,,0
1993/9,22.9,8,1,,1,32.1,8,1993/9/18,8,1,,0,14.9,8,1993/9/22,8,1,,0
1993/10,17.5,8,1,,1,25.3,8,1993/10/9,8,1,,0,8.6,8,1993/10/28,8,1,,0
1993/11,14.1,8,1,,1,24.0,8,1993/11/5,8,1,,0,5.2,8,1993/11/25,8,1,,0
1993/12,8.5,8,1,,1,21.1,8,1993/12/3,8,1,,0,0.7,8,1993/12/24,8,1,,0
1994/1,5.5,8,1,,1,16.8,8,1994/1/17,8,1,,0,-1.3,8,1994/1/31,8,1,,0
1994/2,6.6,8,1,,1,16.0,8,1994/2/9,8,1,,0,-2.3,8,1994/2/14,8,1,,0
1994/3,8.1,8,1,,1,18.7,8,1994/3/31,8,1,,0,2.3,8,1994/3/7,8,1,,0
1994/4,15.8,8,1,,1,24.4,8,1994/4/6,8,1,,0,4.3,8,1994/4/9,8,1,,0
1994/5,19.5,8,1,,1,29.3,8,1994/5/16,8,1,,0,10.8,8,1994/5/2,8,1,,0
1994/6,22.4,8,1,,1,31.7,8,1994/6/27,8,1,,0,14.3,8,1994/6/20,8,1,,0
1994/7,28.3,8,1,,1,35.6,8,1994/7/3,8,1,,0,22.6,5,1994/7/7,8,1,,0
1994/8,28.9,8,1,,1,39.1,8,1994/8/3,8,1,,0,20.4,8,1994/8/22,8,1,,0
1994/9,24.8,8,1,,1,32.9,8,1994/9/7,8,1,,0,18.3,8,1994/9/14,8,1,,0
1994/10,20.2,8,1,,1,27.9,8,1994/10/1,8,1,,0,11.9,8,1994/10/25,8,1,,0
1994/11,13.4,8,1,,1,23.9,8,1994/11/19,8,1,,0,4.5,8,1994/11/16,8,1,,0
1994/12,9.0,8,1,,1,17.7,8,1994/12/7,8,1,,0,1.4,8,1994/12/18,8,1,,0
1995/1,6.3,8,1,,1,16.1,8,1995/1/9,8,1,,0,-1.2,8,1995/1/15,8,1,,0
1995/2,6.5,8,1,,1,13.9,8,1995/2/27,8,1,,0,0.1,8,1995/2/1,8,1,,0
1995/3,8.9,8,1,,1,19.9,8,1995/3/22,8,1,,0,1.0,8,1995/3/1,8,1,,0
1995/4,15.0,8,1,,1,25.5,8,1995/4/19,8,1,,0,4.9,8,1995/4/4,8,1,,0
1995/5,19.1,8,1,,1,26.7,8,1995/5/25,8,1,,0,12.9,8,1995/5/5,8,1,,0
1995/6,20.4,8,1,,1,28.8,8,1995/6/30,8,1,,0,14.9,8,1995/6/23,8,1,,0
1995/7,26.4,8,1,,1,35.9,8,1995/7/25,8,1,,0,19.4,8,1995/7/6,8,1,,0
1995/8,29.4,8,1,,1,36.4,8,1995/8/28,8,1,,0,24.5,8,1995/8/23,8,1,,0
1995/9,23.7,8,1,,1,35.8,8,1995/9/11,8,1,,0,15.1,8,1995/9/17,8,1,,0
1995/10,19.5,8,1,,1,27.8,8,1995/10/2,8,1,,0,12.3,8,1995/10/28,8,1,,0
1995/11,12.7,8,1,,1,23.9,8,1995/11/1,8,1,,0,5.2,8,1995/11/25,8,1,,0
1995/12,7.7,8,1,,1,16.7,8,1995/12/15,8,1,,0,-0.6,8,1995/12/27,8,1,,0
1996/1,6.6,8,1,,1,19.9,8,1996/1/15,8,1,,0,-0.4,8,1996/1/31,8,1,,0
1996/2,5.4,8,1,,1,20.9,8,1996/2/14,8,1,,0,-1.5,8,1996/2/3,8,1,,0
1996/3,9.2,8,1,,1,23.1,8,1996/3/31,8,1,,0,0.7,8,1996/3/6,8,1,,0
1996/4,12.7,8,1,,1,26.2,8,1996/4/29,8,1,,0,3.7,8,1996/4/13,8,1,,0
1996/5,18.1,8,1,,1,30.5,8,1996/5/31,8,1,,0,10.5,8,1996/5/18,8,1,,0
1996/6,22.6,8,1,,1,31.8,8,1996/6/29,8,1,,0,15.7,8,1996/6/2,8,1,,0
1996/7,26.2,8,1,,1,34.8,8,1996/7/18,8,1,,0,17.2,8,1996/7/8,8,1,,0
1996/8,26.0,8,1,,1,38.7,8,1996/8/15,8,1,,0,17.9,8,1996/8/29,8,1,,0
1996/9,22.4,8,1,,1,34.5,8,1996/9/2,8,1,,0,14.8,8,1996/9/28,8,1,,0
1996/10,18.0,8,1,,1,27.2,8,1996/10/7,8,1,,0,9.3,8,1996/10/27,8,1,,0
1996/11,13.2,8,1,,1,24.2,8,1996/11/6,8,1,,0,5.8,8,1996/11/30,8,1,,0
1996/12,9.3,8,1,,1,18.6,8,1996/12/5,8,1,,0,2.4,8,1996/12/30,8,1,,0
1997/1,6.8,8,1,,1,16.4,8,1997/1/2,8,1,,0,-2.1,8,1997/1/22,8,1,,0
1997/2,7.0,8,1,,1,18.0,8,1997/2/26,8,1,,0,-1.4,8,1997/2/22,8,1,,0
1997/3,10.5,8,1,,1,25.1,8,1997/3/30,8,1,,0,3.0,8,1997/3/25,8,1,,0
1997/4,15.2,8,1,,1,27.2,8,1997/4/30,8,1,,0,8.0,8,1997/4/1,8,1,,0
1997/5,19.2,8,1,,1,27.9,8,1997/5/16,8,1,,0,11.3,8,1997/5/10,8,1,,0
1997/6,22.7,8,1,,1,32.8,8,1997/6/27,8,1,,0,13.4,8,1997/6/9,8,1,,0
1997/7,26.6,8,1,,1,37.7,8,1997/7/5,8,1,,0,19.4,8,1997/7/18,8,1,,0
1997/8,27.0,8,1,,1,34.5,8,1997/8/10,8,1,,0,19.4,8,1997/8/17,8,1,,0
1997/9,22.9,8,1,,1,32.9,8,1997/9/2,8,1,,0,15.4,8,1997/9/16,8,1,,0
1997/10,18.7,8,1,,1,27.1,8,1997/10/8,8,1,,0,9.6,8,1997/10/28,8,1,,0
1997/11,14.3,8,1,,1,24.4,8,1997/11/27,8,1,,0,6.9,8,1997/11/25,8,1,,0
1997/12,9.2,8,1,,1,17.6,8,1997/12/20,8,1,,0,2.5,8,1997/12/25,8,1,,0
1998/1,5.3,8,1,,1,13.6,8,1998/1/21,8,1,,0,-0.8,8,1998/1/26,8,1,,0
1998/2,7.0,8,1,,1,23.1,8,1998/2/14,8,1,,0,0.5,8,1998/2/10,8,1,,0
1998/3,10.1,8,1,,1,24.5,8,1998/3/30,8,1,,0,0.7,8,1998/3/1,8,1,,0
1998/4,16.3,8,1,,1,27.1,8,1998/4/20,8,1,,0,2.5,8,1998/4/2,8,1,,0
1998/5,20.5,8,1,,1,29.3,8,1998/5/21,8,1,,0,10.6,8,1998/5/4,8,1,,0
1998/6,21.5,8,1,,1,33.7,8,1998/6/27,8,1,,0,13.8,8,1998/6/7,8,1,,0
1998/7,25.3,8,1,,1,36.1,8,1998/7/4,8,1,,0,17.0,8,1998/7/13,8,1,,0
1998/8,27.2,8,1,,1,35.5,8,1998/8/16,8,1,,0,20.3,8,1998/8/9,8,1,,0
1998/9,24.4,8,1,,1,32.8,8,1998/9/16,8,1,,0,17.7,8,1998/9/28,8,1,,0
1998/10,20.1,8,1,,1,31.9,8,1998/10/2,8,1,,0,11.9,8,1998/10/25,8,1,,0
1998/11,13.9,8,1,,1,25.0,8,1998/11/9,8,1,,0,5.3,8,1998/11/20,8,1,,0
1998/12,9.0,8,1,,1,18.4,8,1998/12/17,8,1,,0,2.4,8,1998/12/3,8,1,,0
1999/1,6.6,8,1,,1,16.4,8,1999/1/20,8,1,,0,-0.9,8,1999/1/10,8,1,,0
1999/2,6.7,8,1,,1,21.3,8,1999/2/18,8,1,,0,-1.4,8,1999/2/4,8,1,,0
1999/3,10.1,8,1,,1,20.3,8,1999/3/18,8,1,,0,2.1,8,1999/3/9,8,1,,0
1999/4,15.0,8,1,,1,24.0,8,1999/4/27,8,1,,0,5.4,8,1999/4/9,8,1,,0
1999/5,19.9,8,1,,1,31.9,8,1999/5/25,8,1,,0,10.9,8,1999/5/1,8,1,,0
1999/6,22.8,8,1,,1,32.9,8,1999/6/16,8,1,,0,15.4,8,1999/6/18,8,1,,0
1999/7,25.9,8,1,,1,34.2,8,1999/7/25,8,1,,0,17.2,8,1999/7/9,8,1,,0
1999/8,28.5,8,1,,1,34.8,8,1999/8/23,8,1,,0,23.1,8,1999/8/29,8,1,,0
1999/9,26.2,8,1,,1,34.2,8,1999/9/1,8,1,,0,18.0,8,1999/9/22,8,1,,0
1999/10,19.5,8,1,,1,29.2,8,1999/10/14,8,1,,0,10.3,8,1999/10/24,8,1,,0
1999/11,14.2,8,1,,1,23.8,8,1999/11/1,8,1,,0,7.0,8,1999/11/28,8,1,,0
1999/12,9.0,8,1,,1,18.0,8,1999/12/9,8,1,,0,1.7,8,1999/12/23,8,1,,0
2000/1,7.6,8,1,,1,16.9,8,2000/1/7,8,1,,0,-0.7,8,2000/1/28,8,1,,0
2000/2,6.0,8,1,,1,14.5,8,2000/2/7,8,1,,0,0.0,8,2000/2/16,8,1,,0
2000/3,9.4,8,1,,1,19.9,8,2000/3/29,8,1,,0,1.5,8,2000/3/2,8,1,,0
2000/4,14.5,8,1,,1,24.1,8,2000/4/23,8,1,,0,6.4,8,2000/4/4,8,1,,0
2000/5,19.8,8,1,,1,30.0,8,2000/5/30,8,1,,0,12.9,8,2000/5/11,8,1,,0
2000/6,22.5,8,1,,1,30.5,8,2000/6/16,8,1,,0,16.4,8,2000/6/13,8,1,,0
2000/7,27.7,8,1,,1,34.9,8,2000/7/23,8,1,,0,19.9,8,2000/7/4,8,1,,0
2000/8,28.3,8,1,,1,34.5,8,2000/8/1,8,1,,0,22.2,8,2000/8/14,8,1,,0
2000/9,25.6,8,1,,1,37.8,8,2000/9/2,8,1,,0,17.8,8,2000/9/28,8,1,,0
2000/10,18.8,8,1,,1,28.1,8,2000/10/12,8,1,,0,11.1,8,2000/10/31,8,1,,0
2000/11,13.3,8,1,,1,23.1,8,2000/11/8,8,1,,0,5.3,8,2000/11/29,8,1,,0
2000/12,8.8,8,1,,1,20.2,8,2000/12/16,8,1,,0,1.7,8,2000/12/28,8,1,,0
2001/1,4.9,8,1,,1,13.8,8,2001/1/2,8,1,,0,-2.4,8,2001/1/15,8,1,,0
2001/2,6.6,8,1,,1,19.7,8,2001/2/22,8,1,,0,0.0,8,2001/2/15,8,1,,0
2001/3,9.8,8,1,,1,22.8,8,2001/3/21,8,1,,0,1.1,8,2001/3/12,8,1,,0
2001/4,15.7,8,1,,1,26.2,8,2001/4/20,8,1,,0,1.0,8,2001/4/1,8,1,,0
2001/5,19.5,8,1,,1,27.5,8,2001/5/21,8,1,,0,8.7,8,2001/5/1,8,1,,0
2001/6,23.1,8,1,,1,33.7,8,2001/6/27,8,1,,0,16.1,8,2001/6/16,8,1,,0
2001/7,28.5,8,1,,1,38.1,8,2001/7/24,8,1,,0,21.9,8,2001/7/29,8,1,,0
2001/8,26.4,8,1,,1,36.3,8,2001/8/1,8,1,,0,19.6,8,2001/8/19,8,1,,0
2001/9,23.2,8,1,,1,32.6,8,2001/9/12,8,1,,0,13.2,8,2001/9/24,8,1,,0
2001/10,18.7,8,1,,1,28.5,8,2001/10/2,8,1,,0,11.3,8,2001/10/19,8,1,,0
2001/11,13.1,8,1,,1,21.8,8,2001/11/2,8,1,,0,6.0,8,2001/11/28,8,1,,0
2001/12,8.4,8,1,,1,16.7,8,2001/12/2,8,1,,0,0.9,8,2001/12/31,8,1,,0
2002/1,7.4,8,1,,1,18.1,8,2002/1/15,8,1,,0,-0.3,8,2002/1/4,8,1,,0
2002/2,7.9,8,1,,1,17.7,8,2002/2/22,8,1,,0,0.3,8,2002/2/11,8,1,,0
2002/3,12.2,8,1,,1,23.9,8,2002/3/15,8,1,,0,3.9,8,2002/3/4,8,1,,0
2002/4,16.1,8,1,,1,28.0,8,2002/4/15,8,1,,0,9.1,8,2002/4/7,8,1,,0
2002/5,18.4,8,1,,1,27.5,8,2002/5/5,8,1,,0,12.4,8,2002/5/13,8,1,,0
2002/6,21.6,8,1,,1,31.1,8,2002/6/19,8,1,,0,15.6,8,2002/6/27,8,1,,0
2002/7,28.0,8,1,,1,34.8,8,2002/7/31,8,1,,0,21.1,8,2002/7/1,8,1,,0
2002/8,28.0,8,1,,1,35.8,8,2002/8/11,8,1,,0,20.7,8,2002/8/24,8,1,,0
2002/9,23.1,8,1,,1,33.9,8,2002/9/2,8,1,,0,15.4,8,2002/9/28,8,1,,0
2002/10,19.0,8,1,,1,29.4,8,2002/10/7,8,1,,0,9.1,8,2002/10/30,8,1,,0
2002/11,11.6,8,1,,1,20.4,8,2002/11/12,8,1,,0,4.8,8,2002/11/10,8,1,,0
2002/12,7.2,8,1,,1,18.7,8,2002/12/5,8,1,,0,0.0,8,2002/12/29,8,1,,0
2003/1,5.5,8,1,,1,13.8,8,2003/1/14,8,1,,0,-0.8,8,2003/1/16,8,1,,0
2003/2,6.4,8,1,,1,14.5,8,2003/2/9,8,1,,0,0.9,8,2003/2/3,8,1,,0
2003/3,8.7,8,1,,1,20.4,8,2003/3/27,8,1,,0,1.1,8,2003/3/5,8,1,,0
2003/4,15.1,8,1,,1,27.9,8,2003/4/26,8,1,,0,5.6,8,2003/4/5,8,1,,0
2003/5,18.8,8,1,,1,26.9,8,2003/5/8,8,1,,0,10.5,8,2003/5/9,8,1,,0
2003/6,23.2,8,1,,1,33.3,8,2003/6/21,8,1,,0,16.4,8,2003/6/10,8,1,,0
2003/7,22.8,8,1,,1,31.9,8,2003/7/11,8,1,,0,17.7,8,2003/7/24,8,1,,0
2003/8,26.0,8,1,,1,34.3,8,2003/8/24,8,1,,0,18.4,8,2003/8/17,8,1,,0
2003/9,24.2,8,1,,1,34.3,8,2003/9/13,8,1,,0,13.9,8,2003/9/22,8,1,,0
2003/10,17.8,8,1,,1,28.7,8,2003/10/2,8,1,,0,12.1,8,2003/10/14,8,1,,0
2003/11,14.4,8,1,,1,24.8,8,2003/11/16,8,1,,0,7.3,8,2003/11/27,8,1,,0
2003/12,9.2,8,1,,1,19.0,8,2003/12/2,8,1,,0,0.7,8,2003/12/27,8,1,,0
2004/1,6.3,8,1,,1,14.2,8,2004/1/3,8,1,,0,0.2,8,2004/1/25,8,1,,0
2004/2,8.5,8,1,,1,21.6,8,2004/2/22,8,1,,0,0.2,8,2004/2/8,8,1,,0
2004/3,9.8,8,1,,1,21.9,8,2004/3/17,8,1,,0,1.6,8,2004/3/8,8,1,,0
2004/4,16.4,8,1,,1,28.9,8,2004/4/22,8,1,,0,3.1,8,2004/4/4,8,1,,0
2004/5,19.6,8,1,,1,31.7,8,2004/5/30,8,1,,0,10.5,8,2004/5/3,8,1,,0
2004/6,23.7,8,1,,1,32.3,8,2004/6/24,8,1,,0,16.3,8,2004/6/9,8,1,,0
2004/7,28.5,8,1,,1,39.5,8,2004/7/20,8,1,,0,19.1,8,2004/7/3,8,1,,0
2004/8,27.2,8,1,,1,36.5,8,2004/8/20,8,1,,0,18.1,8,2004/8/15,8,1,,0
2004/9,25.1,8,1,,1,33.6,8,2004/9/14,8,1,,0,18.4,8,2004/9/16,8,1,,0
2004/10,17.5,8,1,,1,28.2,8,2004/10/2,8,1,,0,8.6,8,2004/10/29,8,1,,0
2004/11,15.6,8,1,,1,23.2,8,2004/11/3,8,1,,0,8.3,8,2004/11/30,8,1,,0
2004/12,9.9,8,1,,1,24.8,8,2004/12/5,8,1,,0,0.2,8,2004/12/31,8,1,,0
2005/1,6.1,8,1,,1,18.5,8,2005/1/4,8,1,,0,-0.8,8,2005/1/2,8,1,,0
2005/2,6.2,8,1,,1,19.4,8,2005/2/23,8,1,,0,-0.3,8,2005/2/27,8,1,,0
2005/3,9.0,8,1,,1,19.3,8,2005/3/9,8,1,,0,0.5,8,2005/3/2,8,1,,0
2005/4,15.1,8,1,,1,28.1,8,2005/4/29,8,1,,0,4.6,8,2005/4/4,8,1,,0
2005/5,17.7,8,1,,1,27.2,8,2005/5/19,8,1,,0,9.3,8,2005/5/14,8,1,,0
2005/6,23.2,8,1,,1,36.2,8,2005/6/28,8,1,,0,16.2,8,2005/6/4,8,1,,0
2005/7,25.6,8,1,,1,35.6,8,2005/7/27,8,1,,0,18.5,8,2005/7/13,8,1,,0
2005/8,28.1,8,1,,1,35.8,8,2005/8/5,8,1,,0,21.9,8,2005/8/25,8,1,,0
2005/9,24.7,8,1,,1,33.1,8,2005/9/8,8,1,,0,16.9,8,2005/9/29,8,1,,0
2005/10,19.2,8,1,,1,31.7,8,2005/10/2,8,1,,0,12.7,8,2005/10/23,8,1,,0
2005/11,13.3,8,1,,1,24.1,8,2005/11/7,8,1,,0,5.2,8,2005/11/22,8,1,,0
2005/12,6.4,8,1,,1,15.9,8,2005/12/2,8,1,,0,-0.8,8,2005/12/19,8,1,,0
2006/1,5.1,8,1,,1,14.7,8,2006/1/30,8,1,,0,-1.1,8,2006/1/23,8,1,,0
2006/2,6.7,8,1,,1,19.9,8,2006/2/15,8,1,,0,-1.5,8,2006/2/5,8,1,,0
2006/3,9.8,8,1,,1,19.0,8,2006/3/12,8,1,,0,1.5,8,2006/3/14,8,1,,0
2006/4,13.6,8,1,,1,22.4,8,2006/4/30,8,1,,0,6.3,8,2006/4/16,8,1,,0
2006/5,19.0,8,1,,1,29.4,8,2006/5/1,8,1,,0,9.2,8,2006/5/3,8,1,,0
2006/6,22.5,8,1,,1,31.5,8,2006/6/29,8,1,,0,15.5,8,2006/6/5,8,1,,0
2006/7,25.6,8,1,,1,36.1,8,2006/7/15,8,1,,0,20.3,8,2006/7/19,8,1,,0
2006/8,27.5,8,1,,1,35.4,8,2006/8/5,8,1,,0,20.2,8,2006/8/1,8,1,,0
2006/9,23.5,8,1,,1,34.8,8,2006/9/5,8,1,,0,16.6,8,2006/9/27,8,1,,0
2006/10,19.5,8,1,,1,27.0,8,2006/10/12,8,1,,0,12.1,8,2006/10/24,8,1,,0
2006/11,14.4,8,1,,1,24.9,8,2006/11/7,8,1,,0,5.8,8,2006/11/25,8,1,,0
2006/12,9.5,8,1,,1,20.3,8,2006/12/27,8,1,,0,3.7,8,2006/12/29,8,1,,0
2007/1,7.6,8,1,,1,15.0,8,2007/1/27,8,1,,0,2.0,8,2007/1/1,8,1,,0
2007/2,8.6,8,1,,1,17.3,8,2007/2/14,8,1,,0,0.2,8,2007/2/25,8,1,,0
